date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-01-05,5,3,0.0,8.7,1,66,02:04 PM,02:57 AM,08:19 AM,05:42 PM,-3,-1,4,-1,38,37,57,0.2,1007,5,10,308,29,JFK
2020-01-06,6,0,0.1,7.0,1,73,02:34 PM,03:59 AM,08:19 AM,05:43 PM,-3,0,4,0,34,46,59,0.2,1013,6,9,265,24,JFK
2020-01-07,5,2,0.3,3.5,1,80,03:10 PM,05:02 AM,08:19 AM,05:44 PM,-4,0,3,0,17,70,57,0.3,1017,5,9,234,13,JFK
2020-01-01,24,23,0.0,8.7,5,37,11:50 AM,11:54 PM,07:04 AM,05:57 PM,18,25,25,23,25,28,73,1.0,1017,24,10,89,19,JHM
2020-01-02,24,23,0.0,8.7,5,44,12:23 PM,No moonset,07:04 AM,05:58 PM,19,25,25,23,26,50,75,0.7,1017,24,10,71,20,JHM
2020-01-03,24,23,0.0,5.5,5,51,12:56 PM,12:42 AM,07:04 AM,05:58 PM,20,26,26,24,40,58,80,4.9,1019,24,10,72,30,JHM
2020-01-04,24,24,0.0,5.5,5,59,01:31 PM,01:31 AM,07:05 AM,05:59 PM,20,26,26,24,40,66,81,0.9,1021,24,10,78,30,JHM
2020-01-05,24,22,0.0,8.7,5,66,02:07 PM,02:21 AM,07:05 AM,05:59 PM,19,25,25,23,50,56,76,0.6,1021,24,10,84,38,JHM
2020-01-06,24,23,0.0,11.0,5,73,02:48 PM,03:14 AM,07:05 AM,06:00 PM,19,25,25,23,53,50,76,0.6,1020,24,10,81,41,JHM
2020-01-07,24,23,0.0,7.0,5,80,03:33 PM,04:09 AM,07:05 AM,06:01 PM,18,25,25,23,56,69,74,1.8,1020,24,10,83,44,JHM
2020-01-01,10,0,0.0,9.8,3,37,12:45 PM,No moonset,08:31 AM,06:11 PM,-2,0,4,0,36,11,63,0.0,1013,10,10,203,22,JLN
2020-01-02,13,6,0.0,4.9,3,44,01:12 PM,12:29 AM,08:32 AM,06:12 PM,7,7,10,7,32,66,83,2.5,1000,13,10,191,20,JLN
2020-01-03,7,1,0.3,4.9,1,51,01:38 PM,01:25 AM,08:32 AM,06:13 PM,3,0,5,0,36,89,89,31.4,1008,7,7,160,26,JLN
2020-01-04,6,-1,0.0,9.8,1,59,02:04 PM,02:21 AM,08:32 AM,06:14 PM,-6,-2,2,-2,25,11,55,0.0,1024,6,10,285,16,JLN
2020-01-05,9,2,0.0,9.8,3,66,02:33 PM,03:19 AM,08:32 AM,06:14 PM,-3,1,5,1,28,6,59,0.0,1025,9,10,138,16,JLN
2020-01-06,8,0,0.0,9.8,2,73,03:06 PM,04:19 AM,08:32 AM,06:15 PM,-3,0,3,0,20,7,64,0.0,1023,8,10,156,11,JLN
2020-01-07,8,0,0.0,9.8,2,80,03:44 PM,05:21 AM,08:32 AM,06:16 PM,-4,0,3,0,28,1,61,0.0,1026,8,10,263,15,JLN
2020-01-01,0,-10,0.0,2.1,1,37,01:11 PM,No moonset,09:21 AM,05:56 PM,-5,-8,-4,-8,28,43,86,0.0,997,0,10,229,14,JMS
2020-01-02,-7,-12,0.0,5.8,1,44,01:32 PM,12:40 AM,09:21 AM,05:57 PM,-9,-13,-8,-13,24,62,92,0.0,1002,-7,10,295,13,JMS
2020-01-03,-4,-12,0.0,5.8,1,51,01:51 PM,01:43 AM,09:20 AM,05:58 PM,-8,-13,-7,-13,28,67,90,0.1,1015,-4,10,306,17,JMS
2020-01-04,-2,-12,0.0,5.8,2,59,02:12 PM,02:45 AM,09:20 AM,05:59 PM,-8,-12,-7,-12,28,28,86,0.0,1014,-2,10,219,15,JMS
2020-01-05,-1,-5,0.0,8.7,2,66,02:35 PM,03:50 AM,09:20 AM,06:00 PM,-6,-9,-2,-9,54,7,75,0.0,1014,-1,10,281,30,JMS
2020-01-06,-1,-6,0.0,6.9,1,73,03:02 PM,04:56 AM,09:20 AM,06:01 PM,-7,-11,-4,-11,42,16,79,0.0,1015,-1,10,264,23,JMS
2020-01-07,-14,-21,0.0,8.7,2,80,03:34 PM,06:04 AM,09:20 AM,06:02 PM,-17,-23,-15,-23,28,16,85,0.0,1025,-14,10,305,16,JMS
2020-01-01,3,-4,21.6,1.7,1,37,12:51 PM,No moonset,09:47 AM,04:17 PM,-1,-4,0,-4,15,92,94,41.5,991,3,4,167,12,JNU
2020-01-02,-3,-7,7.5,1.7,1,44,01:01 PM,12:01 AM,09:46 AM,04:18 PM,-6,-9,-5,-9,12,91,89,8.8,1006,-3,3,133,10,JNU
2020-01-03,-7,-16,0.6,1.7,1,51,01:10 PM,01:15 AM,09:46 AM,04:20 PM,-12,-13,-8,-13,16,87,76,0.7,994,-7,10,36,11,JNU
2020-01-04,-8,-13,3.1,1.7,1,59,01:20 PM,02:29 AM,09:45 AM,04:21 PM,-13,-14,-10,-14,11,84,83,3.7,1001,-8,7,66,7,JNU
2020-01-05,-12,-17,0.4,5.8,1,66,01:32 PM,03:45 AM,09:45 AM,04:23 PM,-16,-17,-12,-17,16,54,73,0.5,1010,-12,9,59,8,JNU
2020-01-06,-5,-12,8.7,1.7,1,73,01:48 PM,05:04 AM,09:44 AM,04:24 PM,-9,-9,-7,-9,8,95,93,10.2,1017,-5,3,75,5,JNU
2020-01-07,-2,-9,18.5,1.7,1,80,02:08 PM,06:24 AM,09:43 AM,04:26 PM,-6,-9,-5,-9,15,94,94,21.8,1011,-2,3,133,10,JNU
2020-01-01,23,17,0.0,7.2,5,37,11:46 AM,11:51 PM,06:59 AM,05:57 PM,16,21,22,21,9,57,72,0.5,1017,23,10,196,5,KOA
2020-01-02,23,16,0.0,8.7,6,44,12:20 PM,No moonset,06:59 AM,05:57 PM,16,20,22,20,12,13,73,0.0,1017,23,10,217,7,KOA
2020-01-03,25,18,0.0,8.7,6,51,12:54 PM,12:39 AM,06:59 AM,05:58 PM,17,23,23,22,8,3,68,0.0,1018,25,10,152,5,KOA
2020-01-04,25,21,0.0,8.7,5,59,01:29 PM,01:28 AM,07:00 AM,05:59 PM,17,25,25,23,7,24,70,0.2,1020,25,10,198,6,KOA
2020-01-05,24,21,0.0,8.7,5,66,02:06 PM,02:17 AM,07:00 AM,05:59 PM,17,24,24,22,13,19,71,0.1,1020,24,10,184,8,KOA
2020-01-06,24,19,0.0,11.0,5,73,02:47 PM,03:10 AM,07:00 AM,06:00 PM,16,22,22,21,15,13,70,0.1,1019,24,10,199,9,KOA
2020-01-07,24,17,0.0,11.0,6,80,03:32 PM,04:05 AM,07:00 AM,06:01 PM,14,20,21,20,11,1,68,0.0,1019,24,10,134,7,KOA
2020-01-01,4,1,1.2,1.8,1,37,12:35 PM,11:52 PM,09:14 AM,04:27 PM,-1,-1,3,-1,24,92,79,6.8,998,4,7,216,18,KTN
2020-01-02,0,-4,2.1,1.8,1,44,12:48 PM,No moonset,09:14 AM,04:28 PM,-6,-5,-1,-5,18,88,72,3.3,1008,0,8,126,12,KTN
2020-01-03,-3,-9,37.0,1.8,1,51,01:01 PM,01:02 AM,09:14 AM,04:29 PM,-5,-8,-4,-8,17,95,90,44.2,987,-3,2,46,12,KTN
2020-01-04,1,-4,15.6,1.8,1,59,01:14 PM,02:12 AM,09:13 AM,04:31 PM,-3,-5,-2,-5,17,98,87,19.5,1001,1,5,137,10,KTN
2020-01-05,-1,-4,32.0,3.8,1,66,01:30 PM,03:25 AM,09:13 AM,04:32 PM,-4,-4,-1,-4,16,59,81,37.7,1008,-1,8,208,9,KTN
2020-01-06,-2,-9,1.8,5.8,1,73,01:49 PM,04:39 AM,09:12 AM,04:33 PM,-4,-6,-3,-6,15,60,90,2.9,1018,-2,8,84,8,KTN
2020-01-07,-4,-6,0.0,3.8,1,80,02:14 PM,05:56 AM,09:12 AM,04:35 PM,-9,-10,-5,-10,23,69,74,0.0,1011,-4,10,151,12,KTN
2020-01-01,0,-6,0.2,8.7,1,37,01:10 PM,No moonset,09:09 AM,06:15 PM,-6,-8,-3,-8,28,47,77,0.4,1009,0,10,253,20,LAN
2020-01-02,4,-3,0.0,3.4,1,44,01:33 PM,12:45 AM,09:09 AM,06:15 PM,0,-3,2,-3,36,56,86,0.0,1004,4,10,213,22,LAN
2020-01-03,4,1,0.0,3.4,1,51,01:56 PM,01:44 AM,09:09 AM,06:16 PM,2,0,3,0,13,97,93,0.0,1006,4,6,232,8,LAN
2020-01-04,0,-2,0.0,3.4,1,59,02:19 PM,02:44 AM,09:09 AM,06:17 PM,-3,-5,-1,-5,17,93,82,0.0,1012,0,10,258,13,LAN
2020-01-05,1,-3,0.0,3.4,1,66,02:45 PM,03:45 AM,09:09 AM,06:18 PM,-4,-6,-1,-6,33,84,80,0.4,1013,1,6,248,23,LAN
2020-01-06,3,-5,0.0,8.7,2,73,03:14 PM,04:48 AM,09:09 AM,06:19 PM,-6,-6,0,-6,35,25,67,0.1,1016,3,8,270,24,LAN
2020-01-07,2,-4,0.3,3.4,1,80,03:49 PM,05:53 AM,09:09 AM,06:20 PM,-6,-5,0,-5,30,80,65,0.8,1014,2,8,246,20,LAN
2020-01-01,-1,-8,0.0,8.7,1,37,12:34 PM,No moonset,08:28 AM,05:44 PM,-9,-13,-5,-13,51,29,73,0.0,1007,-1,10,241,27,LAR
2020-01-02,-5,-11,0.0,8.7,2,44,12:58 PM,12:13 AM,08:28 AM,05:45 PM,-11,-15,-8,-15,35,29,78,0.0,1010,-5,10,259,20,LAR
2020-01-03,-5,-14,0.0,8.7,2,51,01:22 PM,01:12 AM,08:29 AM,05:46 PM,-13,-17,-10,-17,41,12,77,0.0,1026,-5,10,246,21,LAR
2020-01-04,3,-6,0.0,8.7,2,59,01:47 PM,02:10 AM,08:29 AM,05:47 PM,-8,-9,-3,-9,46,8,70,0.0,1024,3,10,239,23,LAR
2020-01-05,-4,-9,0.0,8.7,2,66,02:13 PM,03:11 AM,08:29 AM,05:48 PM,-11,-12,-7,-12,32,20,73,0.0,1025,-4,10,212,16,LAR
2020-01-06,-8,-12,0.0,8.7,2,73,02:43 PM,04:13 AM,08:28 AM,05:49 PM,-13,-18,-9,-18,63,11,68,0.0,1030,-8,10,268,35,LAR
2020-01-07,0,-7,0.0,8.7,2,80,03:20 PM,05:17 AM,08:28 AM,05:50 PM,-9,-12,-4,-12,56,11,67,0.0,1025,0,10,233,29,LAR
2020-01-01,11,4,0.0,8.7,3,37,12:09 PM,11:56 PM,07:52 AM,05:37 PM,-3,7,7,7,5,12,49,0.0,1016,11,10,180,3,LAS
2020-01-02,13,6,0.0,8.7,3,44,12:35 PM,No moonset,07:52 AM,05:38 PM,-5,7,9,7,20,6,40,0.0,1016,13,10,217,12,LAS
2020-01-03,11,5,0.0,8.7,3,51,01:02 PM,12:51 AM,07:52 AM,05:39 PM,-3,8,8,8,5,23,48,0.0,1025,11,10,126,3,LAS
2020-01-04,11,4,0.0,7.0,2,59,01:30 PM,01:47 AM,07:52 AM,05:40 PM,-2,8,8,8,5,54,51,0.0,1026,11,10,135,3,LAS
2020-01-05,13,5,0.0,8.7,3,66,01:59 PM,02:44 AM,07:52 AM,05:40 PM,-4,8,8,8,12,25,42,0.0,1024,13,10,171,7,LAS
2020-01-06,13,5,0.0,8.7,3,73,02:33 PM,03:43 AM,07:52 AM,05:41 PM,-8,7,9,7,16,0,30,0.0,1029,13,10,216,9,LAS
2020-01-07,12,6,0.0,8.7,2,80,03:12 PM,04:44 AM,07:52 AM,05:42 PM,-6,9,9,9,6,32,36,0.0,1022,12,10,196,3,LAS
2020-01-01,12,3,0.0,9.9,3,37,12:59 PM,No moonset,08:40 AM,06:34 PM,-1,3,7,3,33,11,61,0.0,1012,12,10,186,21,LAW
2020-01-02,15,9,0.0,9.9,3,44,01:27 PM,12:47 AM,08:41 AM,06:34 PM,3,9,12,9,42,36,56,0.0,998,15,10,232,26,LAW
2020-01-03,10,6,0.0,9.9,2,51,01:54 PM,01:42 AM,08:41 AM,06:35 PM,0,4,8,4,37,49,58,0.2,1013,10,9,340,27,LAW
2020-01-04,11,4,0.0,10.0,3,59,02:22 PM,02:36 AM,08:41 AM,06:36 PM,-2,5,7,5,23,4,52,0.0,1025,11,10,156,13,LAW
2020-01-05,12,6,0.0,10.0,3,66,02:53 PM,03:33 AM,08:41 AM,06:37 PM,-1,5,8,5,32,2,54,0.0,1023,12,10,100,20,LAW
2020-01-06,12,2,0.0,10.0,3,73,03:27 PM,04:31 AM,08:41 AM,06:38 PM,-3,4,6,4,19,1,54,0.0,1023,12,10,165,11,LAW
2020-01-07,13,4,0.0,10.0,3,80,04:06 PM,05:32 AM,08:41 AM,06:39 PM,-7,7,9,7,21,0,36,0.0,1028,13,10,244,12,LAW
2020-01-01,20,15,0.0,8.7,5,37,12:20 PM,No moonset,07:59 AM,05:56 PM,3,17,17,17,7,6,39,0.0,1017,20,10,131,6,LAX
2020-01-02,21,14,0.0,8.7,5,44,12:48 PM,12:10 AM,07:59 AM,05:56 PM,8,17,17,17,6,9,53,0.0,1016,21,10,222,5,LAX
2020-01-03,20,16,0.0,8.7,5,51,01:16 PM,01:04 AM,07:59 AM,05:57 PM,8,18,18,18,6,19,52,0.0,1022,20,10,144,4,LAX
2020-01-04,18,15,0.0,8.7,4,59,01:45 PM,01:59 AM,07:59 AM,05:58 PM,10,17,17,17,6,25,60,0.0,1026,18,10,254,5,LAX
2020-01-05,19,15,0.0,7.0,4,66,02:15 PM,02:55 AM,08:00 AM,05:59 PM,6,16,16,16,13,53,52,0.0,1025,19,10,235,9,LAX
2020-01-06,24,15,0.0,8.7,5,73,02:50 PM,03:53 AM,08:00 AM,05:59 PM,1,19,19,19,18,0,32,0.0,1025,24,10,206,14,LAX
2020-01-07,20,15,0.0,10.0,4,80,03:30 PM,04:53 AM,08:00 AM,06:00 PM,0,17,17,17,16,28,32,0.0,1020,20,10,177,10,LAX
2020-01-01,12,2,0.0,10.0,3,37,01:13 PM,12:07 AM,08:52 AM,06:50 PM,-2,3,6,3,34,6,57,0.0,1009,12,10,219,21,LBB
2020-01-02,9,6,0.0,9.9,2,44,01:41 PM,01:01 AM,08:52 AM,06:50 PM,-1,4,7,4,35,37,54,2.2,999,9,9,263,22,LBB
2020-01-03,8,2,0.0,10.0,2,51,02:08 PM,01:56 AM,08:52 AM,06:51 PM,-5,1,5,1,32,32,51,0.1,1018,8,10,332,22,LBB
2020-01-04,13,4,0.0,10.0,3,59,02:37 PM,02:50 AM,08:52 AM,06:52 PM,-5,5,8,5,29,3,41,0.0,1024,13,10,250,16,LBB
2020-01-05,11,6,0.0,10.0,3,66,03:08 PM,03:46 AM,08:52 AM,06:53 PM,-4,6,8,6,34,0,42,0.0,1024,11,10,149,19,LBB
2020-01-06,11,4,0.0,10.0,3,73,03:43 PM,04:44 AM,08:53 AM,06:54 PM,-5,4,7,4,27,0,46,0.0,1023,11,10,146,17,LBB
2020-01-07,12,3,0.0,10.0,3,80,04:22 PM,05:44 AM,08:53 AM,06:54 PM,-8,4,7,4,29,0,35,0.0,1027,12,10,213,17,LBB
2020-01-01,0,-3,1.2,9.6,1,37,12:46 PM,No moonset,08:40 AM,06:02 PM,-4,-7,-1,-7,32,55,82,2.8,1011,0,5,260,24,LBE
2020-01-02,7,-4,0.0,8.2,1,44,01:11 PM,12:24 AM,08:40 AM,06:03 PM,-1,-1,2,-1,27,50,77,0.2,1013,7,10,218,15,LBE
2020-01-03,10,3,0.0,4.8,2,51,01:36 PM,01:23 AM,08:40 AM,06:04 PM,8,6,8,6,19,100,97,19.8,1006,10,6,202,11,LBE
2020-01-04,8,2,1.2,4.8,2,59,02:00 PM,02:20 AM,08:40 AM,06:04 PM,6,5,7,5,13,100,95,7.0,1006,8,6,284,10,LBE
2020-01-05,1,-3,2.1,4.8,1,66,02:27 PM,03:20 AM,08:40 AM,06:05 PM,-2,-5,0,-5,28,95,84,2.7,1015,1,4,268,23,LBE
2020-01-06,1,-4,1.4,8.2,1,73,02:58 PM,04:21 AM,08:40 AM,06:06 PM,-2,-5,0,-5,28,78,83,1.7,1017,1,7,253,21,LBE
2020-01-07,2,-3,0.1,6.5,1,80,03:34 PM,05:25 AM,08:40 AM,06:07 PM,-4,-4,-1,-4,17,69,81,0.3,1017,2,8,195,11,LBE
2020-01-01,3,-4,0.0,6.9,1,37,01:14 PM,No moonset,09:08 AM,06:24 PM,-6,-6,-1,-6,33,25,71,0.0,1005,3,10,241,17,LBF
2020-01-02,3,0,0.0,6.9,2,44,01:38 PM,12:53 AM,09:08 AM,06:25 PM,-2,-3,1,-3,28,28,79,0.0,1004,3,10,326,16,LBF
2020-01-03,2,-2,0.1,8.7,2,51,02:02 PM,01:51 AM,09:08 AM,06:26 PM,-6,-6,-1,-6,31,28,70,0.1,1018,2,10,317,20,LBF
2020-01-04,7,-3,0.0,8.7,1,59,02:26 PM,02:50 AM,09:08 AM,06:27 PM,-3,-3,1,-3,29,30,72,0.0,1020,7,10,237,15,LBF
2020-01-05,3,-1,0.0,8.7,2,66,02:53 PM,03:50 AM,09:08 AM,06:28 PM,-8,-3,1,-3,33,12,50,0.0,1025,3,10,261,17,LBF
2020-01-06,4,-1,0.0,8.7,2,73,03:24 PM,04:52 AM,09:08 AM,06:29 PM,-9,-5,1,-5,38,18,49,0.0,1023,4,10,266,24,LBF
2020-01-07,8,-2,0.0,8.7,2,80,03:59 PM,05:56 AM,09:08 AM,06:30 PM,-8,-1,3,-1,27,5,49,0.0,1022,8,10,235,14,LBF
2020-01-01,10,1,0.0,9.8,3,37,01:12 PM,No moonset,08:57 AM,06:37 PM,-6,1,5,1,28,5,50,0.0,1006,10,10,201,16,LBL
2020-01-02,7,4,0.0,4.9,2,44,01:38 PM,12:56 AM,08:57 AM,06:38 PM,-3,2,6,2,34,75,55,0.4,1000,7,9,128,22,LBL
2020-01-03,7,1,0.0,9.8,1,51,02:04 PM,01:52 AM,08:57 AM,06:39 PM,-5,-2,3,-2,37,25,56,0.0,1018,7,10,324,26,LBL
2020-01-04,12,1,0.0,9.8,3,59,02:31 PM,02:48 AM,08:58 AM,06:40 PM,-5,3,6,3,27,16,48,0.0,1022,12,10,251,16,LBL
2020-01-05,8,4,0.0,9.8,3,66,03:00 PM,03:46 AM,08:58 AM,06:41 PM,-5,3,6,3,29,28,47,0.0,1024,8,10,102,16,LBL
2020-01-06,11,1,0.0,9.8,3,73,03:33 PM,04:45 AM,08:58 AM,06:41 PM,-8,1,5,1,32,2,44,0.0,1024,11,10,291,20,LBL
2020-01-07,11,0,0.0,9.8,3,80,04:11 PM,05:47 AM,08:58 AM,06:42 PM,-12,2,5,2,20,1,31,0.0,1025,11,10,233,11,LBL
2020-01-01,14,8,0.0,10.0,4,37,12:35 PM,No moonset,08:09 AM,06:24 PM,5,9,10,9,16,53,68,6.7,1017,14,9,94,10,LCH
2020-01-02,18,13,0.0,5.1,4,44,01:05 PM,12:27 AM,08:09 AM,06:24 PM,16,17,17,17,24,92,95,89.7,1006,18,7,184,15,LCH
2020-01-03,17,11,0.0,10.2,5,51,01:35 PM,01:20 AM,08:09 AM,06:25 PM,10,14,15,14,28,16,76,0.1,1011,17,10,237,18,LCH
2020-01-04,16,8,0.0,10.2,4,59,02:05 PM,02:12 AM,08:10 AM,06:26 PM,6,11,12,11,19,0,70,0.0,1025,16,10,305,12,LCH
2020-01-05,19,9,0.0,10.2,4,66,02:37 PM,03:07 AM,08:10 AM,06:26 PM,8,13,14,13,15,0,72,0.0,1028,19,10,176,9,LCH
2020-01-06,20,12,0.0,10.2,4,73,03:13 PM,04:03 AM,08:10 AM,06:27 PM,11,15,15,15,20,30,78,0.2,1022,20,10,216,11,LCH
2020-01-07,15,9,0.0,10.0,3,80,03:54 PM,05:01 AM,08:10 AM,06:28 PM,5,11,12,11,16,54,64,0.1,1027,15,10,238,10,LCH
2020-01-01,3,-2,0.0,9.6,2,37,01:00 PM,No moonset,08:53 AM,06:17 PM,-4,-4,0,-4,24,29,72,0.1,1014,3,10,246,17,LCK
2020-01-02,7,1,0.0,6.5,1,44,01:25 PM,12:39 AM,08:53 AM,06:18 PM,1,0,4,0,28,49,81,0.8,1011,7,9,195,17,LCK
2020-01-03,11,3,0.0,4.8,2,51,01:50 PM,01:37 AM,08:53 AM,06:19 PM,9,7,9,7,17,98,97,14.2,1005,11,6,201,11,LCK
2020-01-04,8,1,5.9,4.8,2,59,02:15 PM,02:35 AM,08:53 AM,06:20 PM,5,3,6,3,17,99,92,16.5,1010,8,7,286,13,LCK
2020-01-05,5,-1,0.0,9.7,1,66,02:42 PM,03:34 AM,08:53 AM,06:21 PM,-2,-3,2,-3,28,43,74,0.1,1018,5,10,255,21,LCK
2020-01-06,4,-1,0.0,9.7,1,73,03:14 PM,04:35 AM,08:53 AM,06:22 PM,-3,-2,1,-2,19,36,71,0.0,1020,4,10,257,13,LCK
2020-01-07,5,0,0.0,9.7,1,80,03:50 PM,05:39 AM,08:53 AM,06:23 PM,-5,-1,1,-1,16,63,64,0.0,1018,5,10,218,11,LCK
2020-01-01,5,-2,0.0,9.7,2,37,01:06 PM,No moonset,08:55 AM,06:29 PM,-2,-3,1,-3,24,35,81,0.0,1016,5,10,239,16,LEX
2020-01-02,7,2,0.0,4.9,2,44,01:32 PM,12:47 AM,08:55 AM,06:30 PM,2,1,5,1,35,76,82,11.8,1011,7,8,194,21,LEX
2020-01-03,12,3,0.0,4.9,3,51,01:57 PM,01:44 AM,08:55 AM,06:31 PM,10,8,11,8,25,97,96,19.6,1006,12,7,204,16,LEX
2020-01-04,8,1,1.4,4.9,1,59,02:23 PM,02:41 AM,08:55 AM,06:32 PM,4,2,6,2,27,90,91,5.0,1012,8,9,276,20,LEX
2020-01-05,7,-2,0.0,9.8,2,66,02:52 PM,03:39 AM,08:55 AM,06:32 PM,-1,-3,2,-3,31,21,83,0.1,1022,7,10,250,20,LEX
2020-01-06,8,-1,0.0,9.8,2,73,03:24 PM,04:39 AM,08:55 AM,06:33 PM,-2,1,4,1,15,11,73,0.0,1022,8,9,230,8,LEX
2020-01-07,5,0,0.0,9.8,2,80,04:01 PM,05:41 AM,08:55 AM,06:34 PM,-3,-2,2,-2,20,18,71,0.0,1019,5,10,184,13,LEX
2020-01-01,14,6,0.0,10.0,4,37,12:30 PM,No moonset,08:04 AM,06:18 PM,5,9,10,9,14,49,69,2.7,1018,14,9,93,9,LFT
2020-01-02,20,12,0.0,5.1,4,44,01:00 PM,12:22 AM,08:04 AM,06:19 PM,17,18,18,18,37,95,92,55.1,1007,20,7,190,22,LFT
2020-01-03,19,12,0.0,10.2,4,51,01:29 PM,01:15 AM,08:05 AM,06:20 PM,12,14,15,14,31,33,80,2.8,1011,19,9,223,20,LFT
2020-01-04,14,9,0.0,10.2,4,59,02:00 PM,02:07 AM,08:05 AM,06:21 PM,8,10,11,10,22,5,78,0.0,1024,14,10,264,14,LFT
2020-01-05,18,8,0.0,10.2,4,66,02:32 PM,03:02 AM,08:05 AM,06:21 PM,8,11,12,11,17,0,77,0.0,1028,18,10,172,10,LFT
2020-01-06,20,11,0.0,10.2,5,73,03:08 PM,03:58 AM,08:05 AM,06:22 PM,10,13,14,13,21,24,77,0.1,1023,20,10,209,12,LFT
2020-01-07,14,9,0.0,8.3,3,80,03:49 PM,04:56 AM,08:05 AM,06:23 PM,6,10,11,10,21,35,71,0.0,1027,14,10,182,13,LFT
2020-01-01,4,2,0.0,8.7,2,37,12:24 PM,No moonset,08:19 AM,05:39 PM,-6,-2,3,-2,32,17,51,0.0,1007,4,10,272,24,LGA
2020-01-02,7,1,0.0,8.7,1,44,12:49 PM,12:01 AM,08:20 AM,05:39 PM,-4,1,4,1,21,25,58,0.0,1013,7,10,244,15,LGA
2020-01-03,10,6,0.0,3.5,2,51,01:13 PM,12:59 AM,08:20 AM,05:40 PM,6,6,8,6,17,80,89,5.7,1009,10,8,219,10,LGA
2020-01-04,10,2,0.0,3.5,2,59,01:38 PM,01:58 AM,08:20 AM,05:41 PM,8,7,8,7,12,98,96,2.6,1004,10,3,218,7,LGA
2020-01-05,5,2,0.0,8.7,1,66,02:04 PM,02:58 AM,08:20 AM,05:42 PM,-5,0,4,0,31,29,53,0.0,1007,5,10,308,24,LGA
2020-01-06,6,-2,0.0,5.2,1,73,02:34 PM,03:59 AM,08:20 AM,05:43 PM,-4,0,4,0,26,50,56,0.1,1013,6,10,263,18,LGA
2020-01-07,5,2,0.0,3.5,1,80,03:10 PM,05:03 AM,08:20 AM,05:44 PM,-5,1,3,1,14,74,54,0.1,1017,5,10,227,10,LGA
2020-01-01,20,15,0.0,8.7,5,37,12:19 PM,No moonset,07:58 AM,05:55 PM,3,17,17,17,7,6,38,0.0,1017,20,10,114,6,LGB
2020-01-02,21,15,0.0,8.7,5,44,12:47 PM,12:09 AM,07:58 AM,05:56 PM,8,18,18,18,6,9,53,0.0,1015,21,10,183,5,LGB
2020-01-03,20,16,0.0,7.0,4,51,01:15 PM,01:03 AM,07:58 AM,05:56 PM,8,18,18,18,5,26,53,0.0,1022,20,10,133,4,LGB
2020-01-04,19,15,0.0,8.7,4,59,01:44 PM,01:58 AM,07:58 AM,05:57 PM,10,17,18,17,6,18,59,0.0,1026,19,10,271,5,LGB
2020-01-05,19,15,0.0,8.7,5,66,02:14 PM,02:54 AM,07:58 AM,05:58 PM,7,17,17,17,7,45,55,0.0,1024,19,10,206,5,LGB
2020-01-06,25,17,0.0,8.7,6,73,02:49 PM,03:52 AM,07:58 AM,05:59 PM,-1,20,20,20,13,0,24,0.0,1025,25,10,80,11,LGB
2020-01-07,20,17,0.0,8.4,4,80,03:29 PM,04:52 AM,07:58 AM,06:00 PM,-2,18,18,18,12,31,27,0.0,1020,20,10,109,8,LGB
2020-01-01,24,23,0.0,5.4,5,37,12:01 PM,No moonset,07:16 AM,06:05 PM,19,25,25,23,19,73,75,1.6,1018,24,9,79,15,LIH
2020-01-02,24,22,0.0,5.4,5,44,12:34 PM,12:04 AM,07:17 AM,06:06 PM,19,25,25,23,31,74,79,6.4,1018,24,10,42,23,LIH
2020-01-03,24,21,0.0,5.5,5,51,01:07 PM,12:53 AM,07:17 AM,06:07 PM,19,25,25,23,35,69,79,4.7,1020,24,10,60,28,LIH
2020-01-04,24,20,0.0,5.5,5,59,01:41 PM,01:43 AM,07:17 AM,06:07 PM,20,25,25,23,38,66,81,9.2,1022,24,10,70,27,LIH
2020-01-05,24,24,0.0,5.5,5,66,02:17 PM,02:33 AM,07:18 AM,06:08 PM,20,26,26,24,34,75,78,4.4,1021,24,10,81,26,LIH
2020-01-06,24,20,0.0,5.5,5,73,02:57 PM,03:27 AM,07:18 AM,06:09 PM,19,25,25,23,39,76,77,4.7,1021,24,10,76,31,LIH
2020-01-07,24,23,0.0,7.0,5,80,03:42 PM,04:22 AM,07:18 AM,06:09 PM,19,25,25,23,41,69,76,4.1,1021,24,10,76,33,LIH
2020-01-01,11,3,0.0,9.9,2,37,12:34 PM,No moonset,08:16 AM,06:09 PM,-1,5,6,5,15,40,59,1.5,1017,11,10,206,9,LIT
2020-01-02,13,7,0.0,5.0,3,44,01:02 PM,12:21 AM,08:16 AM,06:09 PM,10,9,10,9,19,96,93,6.7,1005,13,3,169,13,LIT
2020-01-03,14,8,0.0,5.0,3,51,01:29 PM,01:16 AM,08:16 AM,06:10 PM,9,10,12,10,28,89,82,0.8,1006,14,10,228,19,LIT
2020-01-04,10,6,0.0,10.0,3,59,01:57 PM,02:11 AM,08:16 AM,06:11 PM,-1,5,7,5,21,19,58,0.1,1023,10,10,296,14,LIT
